_id,flight._id,flight.FlightID,flight.Airline,flight.ScheduledDeparture,flight.ActualDeparture,flight.Gate,flight.DelayMinutes,flight.DeparturePlace,flight.DestinationPlace,baggage[0]._id,baggage[1]._id,baggage[2]._id,baggage[3]._id,baggage[4]._id,baggage[5]._id,baggage[6]._id,baggage[7]._id,baggage[8]._id,baggage[9]._id,baggage[10]._id,baggage[11]._id,baggage[12]._id,baggage[13]._id,baggage[14]._id,baggage[15]._id,baggage[0].BagID,baggage[1].BagID,baggage[2].BagID,baggage[3].BagID,baggage[4].BagID,baggage[5].BagID,baggage[6].BagID,baggage[7].BagID,baggage[8].BagID,baggage[9].BagID,baggage[10].BagID,baggage[11].BagID,baggage[12].BagID,baggage[13].BagID,baggage[14].BagID,baggage[15].BagID,baggage[0].PassengerID,baggage[1].PassengerID,baggage[2].PassengerID,baggage[3].PassengerID,baggage[4].PassengerID,baggage[5].PassengerID,baggage[6].PassengerID,baggage[7].PassengerID,baggage[8].PassengerID,baggage[9].PassengerID,baggage[10].PassengerID,baggage[11].PassengerID,baggage[12].PassengerID,baggage[13].PassengerID,baggage[14].PassengerID,baggage[15].PassengerID,baggage[0].FlightID,baggage[1].FlightID,baggage[2].FlightID,baggage[3].FlightID,baggage[4].FlightID,baggage[5].FlightID,baggage[6].FlightID,baggage[7].FlightID,baggage[8].FlightID,baggage[9].FlightID,baggage[10].FlightID,baggage[11].FlightID,baggage[12].FlightID,baggage[13].FlightID,baggage[14].FlightID,baggage[15].FlightID,baggage[0].LoadStatus,baggage[1].LoadStatus,baggage[2].LoadStatus,baggage[3].LoadStatus,baggage[4].LoadStatus,baggage[5].LoadStatus,baggage[6].LoadStatus,baggage[7].LoadStatus,baggage[8].LoadStatus,baggage[9].LoadStatus,baggage[10].LoadStatus,baggage[11].LoadStatus,baggage[12].LoadStatus,baggage[13].LoadStatus,baggage[14].LoadStatus,baggage[15].LoadStatus,last_updated,passengers[0]._id,passengers[1]._id,passengers[2]._id,passengers[3]._id,passengers[4]._id,passengers[5]._id,passengers[6]._id,passengers[7]._id,passengers[0].PassengerID,passengers[1].PassengerID,passengers[2].PassengerID,passengers[3].PassengerID,passengers[4].PassengerID,passengers[5].PassengerID,passengers[6].PassengerID,passengers[7].PassengerID,passengers[0].FlightID,passengers[1].FlightID,passengers[2].FlightID,passengers[3].FlightID,passengers[4].FlightID,passengers[5].FlightID,passengers[6].FlightID,passengers[7].FlightID,passengers[0].CheckInTime,passengers[1].CheckInTime,passengers[2].CheckInTime,passengers[3].CheckInTime,passengers[4].CheckInTime,passengers[5].CheckInTime,passengers[6].CheckInTime,passengers[7].CheckInTime,passengers[0].BoardingPassIssued,passengers[1].BoardingPassIssued,passengers[2].BoardingPassIssued,passengers[3].BoardingPassIssued,passengers[4].BoardingPassIssued,passengers[5].BoardingPassIssued,passengers[6].BoardingPassIssued,passengers[7].BoardingPassIssued,passengers[0].Gate,passengers[1].Gate,passengers[2].Gate,passengers[3].Gate,passengers[4].Gate,passengers[5].Gate,passengers[6].Gate,passengers[7].Gate
68bdee90245a927ffb268f2f,68bb1b85f209a8b6c3314afd,FL1030,Lufthansa,2025-08-28 20:00:00,2025-08-28 20:25:00,G19,25,Dubai,Los Angeles,68bb1da8f209a8b6c3314f3d,68bb1daaf209a8b6c3314f41,68bb1dccf209a8b6c3314f85,68bb1de5f209a8b6c3314fb8,68bb1e40f209a8b6c331506c,68bdeea16d2564f9a09da43c,68bdeea16d2564f9a09da446,68bdeeaf6d2564f9a09da511,68bdeeba6d2564f9a09da5ad,68bdeee06d2564f9a09da7d0,,,,,,,BAG1118,BAG1122,BAG1190,BAG1241,BAG1421,BAG1118,BAG1122,BAG1190,BAG1241,BAG1421,,,,,,,PAX1372,PAX1122,PAX1122,PAX1122,PAX1122,PAX1372,PAX1122,PAX1122,PAX1122,PAX1122,,,,,,,FL1030,FL1030,FL1030,FL1030,FL1030,FL1030,FL1030,FL1030,FL1030,FL1030,,,,,,,Loaded,Not Loaded,Missing,Missing,Loaded,Loaded,Not Loaded,Missing,Missing,Loaded,,,,,,,2025-09-08 02:15:20,68bb1caef209a8b6c3314d4d,68bb1d2cf209a8b6c3314e47,68bdeea36d2564f9a09da45a,68bdeed66d2564f9a09da744,,,,,PAX1122,PAX1372,PAX1122,PAX1372,,,,,FL1030,FL1030,FL1030,FL1030,,,,,2025-08-28 17:22:00,2025-08-28 18:09:00,2025-08-28 17:22:00,2025-08-28 18:09:00,,,,,false,true,false,true,,,,,G19,G19,G19,G19,,,,
68bdee90245a927ffb268f30,68bb1c6af209a8b6c3314cc6,FL1487,British Airways,2025-09-07 08:30:00,2025-09-07 08:55:00,G10,25,Dubai,Amsterdam,68bb1d7cf209a8b6c3314ee7,68bb1dd9f209a8b6c3314f9f,68bb1e0df209a8b6c3315007,68bdee906d2564f9a09da342,68bdeeb56d2564f9a09da560,68bdeeca6d2564f9a09da69c,,,,,,,,,,,BAG1032,BAG1216,BAG1320,BAG1032,BAG1216,BAG1320,,,,,,,,,,,PAX1100,PAX1221,PAX1221,PAX1100,PAX1221,PAX1221,,,,,,,,,,,FL1487,FL1487,FL1487,FL1487,FL1487,FL1487,,,,,,,,,,,Missing,Not Loaded,Missing,Missing,Not Loaded,Missing,,,,,,,,,,,2025-09-08 02:15:34,68bb1ca3f209a8b6c3314d37,68bb1ce0f209a8b6c3314db0,68bdee9e6d2564f9a09da417,68bdeeb76d2564f9a09da585,,,,,PAX1100,PAX1221,PAX1100,PAX1221,,,,,FL1487,FL1487,FL1487,FL1487,,,,,2025-09-07 07:37:00,2025-09-07 07:42:00,2025-09-07 07:37:00,2025-09-07 07:42:00,,,,,true,false,true,false,,,,,G10,G10,G10,G10,,,,
68bdee90245a927ffb268f31,68bb1c16f209a8b6c3314c1d,FL1318,Lufthansa,2025-09-03 20:00:00,2025-09-03 20:10:00,G13,10,Dubai,Zurich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:59,68bb1c81f209a8b6c3314cf2,68bb1c9cf209a8b6c3314d29,68bdee906d2564f9a09da343,68bdee9b6d2564f9a09da3eb,,,,,PAX1031,PAX1086,PAX1031,PAX1086,,,,,FL1318,FL1318,FL1318,FL1318,,,,,2025-09-03 17:01:00,2025-09-03 19:15:00,2025-09-03 17:01:00,2025-09-03 19:15:00,,,,,false,false,false,false,,,,,G13,G13,G13,G13,,,,
68bdee90245a927ffb268f32,68bb1be8f209a8b6c3314bc3,FL1228,Turkish Airlines,2025-09-01 23:00:00,2025-09-01 23:30:00,G13,30,Dubai,Sydney,68bb1d7df209a8b6c3314ee8,68bdee906d2564f9a09da345,,,,,,,,,,,,,,,BAG1033,BAG1033,,,,,,,,,,,,,,,PAX1266,PAX1266,,,,,,,,,,,,,,,FL1228,FL1228,,,,,,,,,,,,,,,Loaded,Loaded,,,,,,,,,,,,,,,2025-09-08 02:14:49,68bb1cf7f209a8b6c3314ddd,68bdeec06d2564f9a09da609,,,,,,,PAX1266,PAX1266,,,,,,,FL1228,FL1228,,,,,,,2025-09-01 21:22:00,2025-09-01 21:22:00,,,,,,,false,false,,,,,,,G13,G13,,,,,,
68bdee90245a927ffb268f33,68bb1bd9f209a8b6c3314ba5,FL1198,Air India,2025-09-01 08:00:00,2025-09-01 08:30:00,G12,30,Dubai,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:35,68bb1c81f209a8b6c3314cf3,68bdee906d2564f9a09da346,,,,,,,PAX1032,PAX1032,,,,,,,FL1198,FL1198,,,,,,,2025-09-01 05:54:00,2025-09-01 05:54:00,,,,,,,true,true,,,,,,,G12,G12,,,,,,
68bdee90245a927ffb268f34,68bb1b86f209a8b6c3314aff,FL1032,Singapore Airlines,2025-08-28 21:00:00,2025-08-28 21:10:00,G16,10,Dubai,Cape Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:35,68bb1cd6f209a8b6c3314d9c,68bdeeb36d2564f9a09da549,,,,,,,PAX1201,PAX1201,,,,,,,FL1032,FL1032,,,,,,,2025-08-28 19:58:00,2025-08-28 19:58:00,,,,,,,true,true,,,,,,,G16,G16,,,,,,
68bdee91245a927ffb268f35,68bb1c44f209a8b6c3314c79,FL1410,Air India,2025-09-05 18:00:00,2025-09-05 18:20:00,G2,20,Dubai,Frankfurt,68bb1e19f209a8b6c3315020,68bb1e46f209a8b6c3315078,68bdeed06d2564f9a09da6e8,68bdeee26d2564f9a09da7f5,,,,,,,,,,,,,BAG1345,BAG1433,BAG1345,BAG1433,,,,,,,,,,,,,PAX1241,PAX1241,PAX1241,PAX1241,,,,,,,,,,,,,FL1410,FL1410,FL1410,FL1410,,,,,,,,,,,,,Not Loaded,Missing,Not Loaded,Missing,,,,,,,,,,,,,2025-09-08 02:15:22,68bb1c82f209a8b6c3314cf4,68bb1ceaf209a8b6c3314dc4,68bdee906d2564f9a09da349,68bdeebb6d2564f9a09da5bd,,,,,PAX1033,PAX1241,PAX1033,PAX1241,,,,,FL1410,FL1410,FL1410,FL1410,,,,,2025-09-05 15:39:00,2025-09-05 16:11:00,2025-09-05 15:39:00,2025-09-05 16:11:00,,,,,false,true,false,true,,,,,G2,G2,G2,G2,,,,
68bdee91245a927ffb268f36,68bb1beef209a8b6c3314bce,FL1239,Emirates,2025-09-02 04:30:00,2025-09-02 05:05:00,G5,35,Dubai,London,68bb1d7ef209a8b6c3314eea,68bb1e56f209a8b6c3315098,68bdee906d2564f9a09da34b,68bdeee96d2564f9a09da858,,,,,,,,,,,,,BAG1035,BAG1465,BAG1035,BAG1465,,,,,,,,,,,,,PAX1078,PAX1078,PAX1078,PAX1078,,,,,,,,,,,,,FL1239,FL1239,FL1239,FL1239,,,,,,,,,,,,,Not Loaded,Missing,Not Loaded,Missing,,,,,,,,,,,,,2025-09-08 02:15:29,68bb1c98f209a8b6c3314d21,68bdee9a6d2564f9a09da3d4,,,,,,,PAX1078,PAX1078,,,,,,,FL1239,FL1239,,,,,,,2025-09-02 01:37:00,2025-09-02 01:37:00,,,,,,,false,false,,,,,,,G5,G5,,,,,,
68bdee91245a927ffb268f37,68bb1b87f209a8b6c3314b01,FL1034,Etihad,2025-08-28 22:00:00,2025-08-28 22:10:00,G7,10,Dubai,Toronto,68bb1d8ff209a8b6c3314f0c,68bb1e08f209a8b6c3314ffd,68bb1e40f209a8b6c331506d,68bdee976d2564f9a09da3a9,68bdeec86d2564f9a09da67d,68bdeee06d2564f9a09da7d3,,,,,,,,,,,BAG1069,BAG1310,BAG1422,BAG1069,BAG1310,BAG1422,,,,,,,,,,,PAX1037,PAX1037,PAX1037,PAX1037,PAX1037,PAX1037,,,,,,,,,,,FL1034,FL1034,FL1034,FL1034,FL1034,FL1034,,,,,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,,,,,,,,,,,2025-09-08 02:15:20,68bb1c84f209a8b6c3314cf8,68bdee916d2564f9a09da355,,,,,,,PAX1037,PAX1037,,,,,,,FL1034,FL1034,,,,,,,2025-08-28 19:04:00,2025-08-28 19:04:00,,,,,,,false,false,,,,,,,G7,G7,,,,,,
68bdee91245a927ffb268f38,68bb1c12f209a8b6c3314c16,FL1311,Turkish Airlines,2025-09-03 16:30:00,2025-09-03 17:05:00,G12,35,Dubai,Doha,68bb1da0f209a8b6c3314f2e,68bb1ddcf209a8b6c3314fa6,68bb1e4ef209a8b6c3315088,68bdee9e6d2564f9a09da40f,68bdeeb66d2564f9a09da575,68bdeee66d2564f9a09da827,,,,,,,,,,,BAG1103,BAG1223,BAG1449,BAG1103,BAG1223,BAG1449,,,,,,,,,,,PAX1034,PAX1041,PAX1041,PAX1034,PAX1041,PAX1041,,,,,,,,,,,FL1311,FL1311,FL1311,FL1311,FL1311,FL1311,,,,,,,,,,,Loaded,Not Loaded,Not Loaded,Loaded,Not Loaded,Not Loaded,,,,,,,,,,,2025-09-08 02:15:26,68bb1c82f209a8b6c3314cf5,68bb1c86f209a8b6c3314cfc,68bdee906d2564f9a09da34c,68bdee926d2564f9a09da363,,,,,PAX1034,PAX1041,PAX1034,PAX1041,,,,,FL1311,FL1311,FL1311,FL1311,,,,,2025-09-03 14:58:00,2025-09-03 13:43:00,2025-09-03 14:58:00,2025-09-03 13:43:00,,,,,true,true,true,true,,,,,G12,G12,G12,G12,,,,
68bdee91245a927ffb268f39,68bb1be6f209a8b6c3314bbf,FL1224,Etihad,2025-09-01 21:00:00,2025-09-01 21:35:00,G6,35,Dubai,Frankfurt,68bb1d7ef209a8b6c3314eeb,68bdee906d2564f9a09da34e,,,,,,,,,,,,,,,BAG1036,BAG1036,,,,,,,,,,,,,,,PAX1120,PAX1120,,,,,,,,,,,,,,,FL1224,FL1224,,,,,,,,,,,,,,,Not Loaded,Not Loaded,,,,,,,,,,,,,,,2025-09-08 02:14:40,68bb1cadf209a8b6c3314d4b,68bdeea26d2564f9a09da454,,,,,,,PAX1120,PAX1120,,,,,,,FL1224,FL1224,,,,,,,2025-09-01 19:08:00,2025-09-01 19:08:00,,,,,,,false,false,,,,,,,G6,G6,,,,,,
68bdee91245a927ffb268f3a,68bb1c2af209a8b6c3314c46,FL1359,Singapore Airlines,2025-09-04 16:30:00,2025-09-04 17:00:00,G12,30,Dubai,Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:15:08,68bb1c83f209a8b6c3314cf6,68bb1d1ef209a8b6c3314e2b,68bdee916d2564f9a09da350,68bdeed06d2564f9a09da6f1,,,,,PAX1035,PAX1344,PAX1035,PAX1344,,,,,FL1359,FL1359,FL1359,FL1359,,,,,2025-09-04 16:00:00,2025-09-04 14:41:00,2025-09-04 16:00:00,2025-09-04 14:41:00,,,,,true,true,true,true,,,,,G12,G12,G12,G12,,,,
68bdee91245a927ffb268f3b,68bb1b87f209a8b6c3314b02,FL1035,Singapore Airlines,2025-08-28 22:30:00,2025-08-28 22:45:00,G1,15,Dubai,Chicago,68bb1deaf209a8b6c3314fc2,68bb1e45f209a8b6c3315076,68bdeebc6d2564f9a09da5cb,68bdeee26d2564f9a09da7ef,,,,,,,,,,,,,BAG1251,BAG1431,BAG1251,BAG1431,,,,,,,,,,,,,PAX1411,PAX1411,PAX1411,PAX1411,,,,,,,,,,,,,FL1035,FL1035,FL1035,FL1035,,,,,,,,,,,,,Not Loaded,Loaded,Not Loaded,Loaded,,,,,,,,,,,,,2025-09-08 02:15:22,68bb1d40f209a8b6c3314e6e,68bdeede6d2564f9a09da7b6,,,,,,,PAX1411,PAX1411,,,,,,,FL1035,FL1035,,,,,,,2025-08-28 21:19:00,2025-08-28 21:19:00,,,,,,,false,false,,,,,,,G1,G1,,,,,,
68bdee91245a927ffb268f3c,68bb1c19f209a8b6c3314c23,FL1324,Qatar Airways,2025-09-03 23:00:00,2025-09-03 23:40:00,G12,40,Dubai,Hong Kong,68bb1d7ff209a8b6c3314eec,68bb1e59f209a8b6c331509f,68bdee916d2564f9a09da351,68bdeeea6d2564f9a09da86c,,,,,,,,,,,,,BAG1037,BAG1472,BAG1037,BAG1472,,,,,,,,,,,,,PAX1133,PAX1133,PAX1133,PAX1133,,,,,,,,,,,,,FL1324,FL1324,FL1324,FL1324,,,,,,,,,,,,,Loaded,Loaded,Loaded,Loaded,,,,,,,,,,,,,2025-09-08 02:15:30,68bb1cb4f209a8b6c3314d58,68bdeea56d2564f9a09da47b,,,,,,,PAX1133,PAX1133,,,,,,,FL1324,FL1324,,,,,,,2025-09-03 21:59:00,2025-09-03 21:59:00,,,,,,,true,true,,,,,,,G12,G12,,,,,,
68bdee91245a927ffb268f3d,68bb1c61f209a8b6c3314cb4,FL1469,Air India,2025-09-06 23:30:00,2025-09-06 23:45:00,G18,15,Dubai,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:15:30,68bb1c83f209a8b6c3314cf7,68bdee916d2564f9a09da352,,,,,,,PAX1036,PAX1036,,,,,,,FL1469,FL1469,,,,,,,2025-09-06 22:07:00,2025-09-06 22:07:00,,,,,,,true,true,,,,,,,G18,G18,,,,,,
68bdee91245a927ffb268f3e,68bb1c2af209a8b6c3314c45,FL1358,Turkish Airlines,2025-09-04 16:00:00,2025-09-04 16:20:00,G4,20,Dubai,Paris,68bb1d7ff209a8b6c3314eed,68bb1e2af209a8b6c3315041,68bdee916d2564f9a09da354,68bdeed76d2564f9a09da74c,,,,,,,,,,,,,BAG1038,BAG1378,BAG1038,BAG1378,,,,,,,,,,,,,PAX1142,PAX1142,PAX1142,PAX1142,,,,,,,,,,,,,FL1358,FL1358,FL1358,FL1358,,,,,,,,,,,,,Missing,Loaded,Missing,Loaded,,,,,,,,,,,,,2025-09-08 02:15:11,68bb1cb8f209a8b6c3314d61,68bdeea76d2564f9a09da497,,,,,,,PAX1142,PAX1142,,,,,,,FL1358,FL1358,,,,,,,2025-09-04 13:37:00,2025-09-04 13:37:00,,,,,,,false,false,,,,,,,G4,G4,,,,,,
68bdee91245a927ffb268f3f,68bb1b88f209a8b6c3314b03,FL1036,Turkish Airlines,2025-08-28 23:00:00,2025-08-28 23:00:00,G15,0,Dubai,Los Angeles,68bb1dbcf209a8b6c3314f66,68bdeea96d2564f9a09da4b4,,,,,,,,,,,,,,,BAG1159,BAG1159,,,,,,,,,,,,,,,PAX1073,PAX1073,,,,,,,,,,,,,,,FL1036,FL1036,,,,,,,,,,,,,,,Missing,Missing,,,,,,,,,,,,,,,2025-09-08 02:14:25,68bb1c96f209a8b6c3314d1c,68bdee996d2564f9a09da3c5,,,,,,,PAX1073,PAX1073,,,,,,,FL1036,FL1036,,,,,,,2025-08-28 21:12:00,2025-08-28 21:12:00,,,,,,,true,true,,,,,,,G15,G15,,,,,,
68bdee92245a927ffb268f40,68bb1b88f209a8b6c3314b04,FL1037,Qatar Airways,2025-08-28 23:30:00,2025-08-28 23:40:00,G11,10,Dubai,New York,68bb1dcff209a8b6c3314f8c,68bdeeb16d2564f9a09da528,,,,,,,,,,,,,,,BAG1197,BAG1197,,,,,,,,,,,,,,,PAX1154,PAX1154,,,,,,,,,,,,,,,FL1037,FL1037,,,,,,,,,,,,,,,Loaded,Loaded,,,,,,,,,,,,,,,2025-09-08 02:15:12,68bb1cbef209a8b6c3314d6d,68bb1d31f209a8b6c3314e52,68bdeeaa6d2564f9a09da4bc,68bdeed86d2564f9a09da765,,,,,PAX1154,PAX1383,PAX1154,PAX1383,,,,,FL1037,FL1037,FL1037,FL1037,,,,,2025-08-28 22:37:00,2025-08-28 21:09:00,2025-08-28 22:37:00,2025-08-28 21:09:00,,,,,true,true,true,true,,,,,G11,G11,G11,G11,,,,
68bdee92245a927ffb268f41,68bb1c4df209a8b6c3314c8c,FL1429,Lufthansa,2025-09-06 03:30:00,2025-09-06 03:30:00,G15,0,Dubai,Sydney,68bb1d80f209a8b6c3314eef,68bdee916d2564f9a09da358,,,,,,,,,,,,,,,BAG1040,BAG1040,,,,,,,,,,,,,,,PAX1054,PAX1054,,,,,,,,,,,,,,,FL1429,FL1429,,,,,,,,,,,,,,,Missing,Missing,,,,,,,,,,,,,,,2025-09-08 02:15:22,68bb1c8cf209a8b6c3314d09,68bdee956d2564f9a09da38b,,,,,,,PAX1054,PAX1054,,,,,,,FL1429,FL1429,,,,,,,2025-09-06 00:48:00,2025-09-06 00:48:00,,,,,,,false,false,,,,,,,G15,G15,,,,,,
68bdee92245a927ffb268f42,68bb1c28f209a8b6c3314c41,FL1354,British Airways,2025-09-04 14:00:00,2025-09-04 14:25:00,G7,25,Dubai,Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:15:07,68bb1c84f209a8b6c3314cf9,68bdee916d2564f9a09da359,,,,,,,PAX1038,PAX1038,,,,,,,FL1354,FL1354,,,,,,,2025-09-04 12:51:00,2025-09-04 12:51:00,,,,,,,false,false,,,,,,,G7,G7,,,,,,
68bdee92245a927ffb268f43,68bb1b89f209a8b6c3314b05,FL1038,Qatar Airways,2025-08-29 00:00:00,2025-08-29 00:35:00,G9,35,Dubai,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bdee92245a927ffb268f44,68bb1bc8f209a8b6c3314b83,FL1164,Emirates,2025-08-31 15:00:00,2025-08-31 15:00:00,G8,0,Dubai,Delhi,68bb1d81f209a8b6c3314ef0,68bb1df0f209a8b6c3314fcd,68bdee916d2564f9a09da35b,68bdeebe6d2564f9a09da5eb,,,,,,,,,,,,,BAG1041,BAG1262,BAG1041,BAG1262,,,,,,,,,,,,,PAX1384,PAX1384,PAX1384,PAX1384,,,,,,,,,,,,,FL1164,FL1164,FL1164,FL1164,,,,,,,,,,,,,Missing,Not Loaded,Missing,Not Loaded,,,,,,,,,,,,,2025-09-08 02:15:13,68bb1d32f209a8b6c3314e53,68bdeed86d2564f9a09da768,,,,,,,PAX1384,PAX1384,,,,,,,FL1164,FL1164,,,,,,,2025-08-31 12:42:00,2025-08-31 12:42:00,,,,,,,true,true,,,,,,,G8,G8,,,,,,
68bdee92245a927ffb268f45,68bb1c2ff209a8b6c3314c4f,FL1368,Lufthansa,2025-09-04 21:00:00,2025-09-04 21:20:00,G6,20,Dubai,Toronto,68bb1d91f209a8b6c3314f0f,68bdee976d2564f9a09da3b2,,,,,,,,,,,,,,,BAG1072,BAG1072,,,,,,,,,,,,,,,PAX1039,PAX1039,,,,,,,,,,,,,,,FL1368,FL1368,,,,,,,,,,,,,,,Missing,Missing,,,,,,,,,,,,,,,2025-09-08 02:15:09,68bb1c85f209a8b6c3314cfa,68bdee916d2564f9a09da35c,,,,,,,PAX1039,PAX1039,,,,,,,FL1368,FL1368,,,,,,,2025-09-04 19:08:00,2025-09-04 19:08:00,,,,,,,true,true,,,,,,,G6,G6,,,,,,
68bdee92245a927ffb268f46,68bb1b89f209a8b6c3314b06,FL1039,Air India,2025-08-29 00:30:00,2025-08-29 00:45:00,G5,15,Dubai,Istanbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:59,68bb1cf1f209a8b6c3314dd1,68bb1d11f209a8b6c3314e11,68bdeebe6d2564f9a09da5e4,68bdeecb6d2564f9a09da6a4,,,,,PAX1254,PAX1318,PAX1254,PAX1318,,,,,FL1039,FL1039,FL1039,FL1039,,,,,2025-08-28 23:46:00,2025-08-28 23:40:00,2025-08-28 23:46:00,2025-08-28 23:40:00,,,,,false,true,false,true,,,,,G5,G5,G5,G5,,,,
68bdee92245a927ffb268f47,68bb1c70f209a8b6c3314cd2,FL1499,Etihad,2025-09-07 14:30:00,2025-09-07 14:50:00,G16,20,Dubai,London,68bb1d81f209a8b6c3314ef1,68bdee926d2564f9a09da35e,,,,,,,,,,,,,,,BAG1042,BAG1042,,,,,,,,,,,,,,,PAX1321,PAX1321,,,,,,,,,,,,,,,FL1499,FL1499,,,,,,,,,,,,,,,Missing,Missing,,,,,,,,,,,,,,,2025-09-08 02:15:36,68bb1d12f209a8b6c3314e14,68bdeecc6d2564f9a09da6ad,,,,,,,PAX1321,PAX1321,,,,,,,FL1499,FL1499,,,,,,,2025-09-07 13:15:00,2025-09-07 13:15:00,,,,,,,false,false,,,,,,,G16,G16,,,,,,
68bdee92245a927ffb268f48,68bb1b8af209a8b6c3314b07,FL1040,Etihad,2025-08-29 01:00:00,2025-08-29 01:35:00,G16,35,Dubai,Doha,68bb1dacf209a8b6c3314f46,68bb1e5af209a8b6c33150a0,68bb1e63f209a8b6c33150b2,68bdeea26d2564f9a09da455,68bdeeea6d2564f9a09da86f,68bdeeee6d2564f9a09da8a5,,,,,,,,,,,BAG1127,BAG1473,BAG1491,BAG1127,BAG1473,BAG1491,,,,,,,,,,,PAX1468,PAX1468,PAX1084,PAX1468,PAX1468,PAX1084,,,,,,,,,,,FL1040,FL1040,FL1040,FL1040,FL1040,FL1040,,,,,,,,,,,Not Loaded,Missing,Not Loaded,Not Loaded,Missing,Not Loaded,,,,,,,,,,,2025-09-08 02:15:34,68bb1c9bf209a8b6c3314d27,68bb1d3ff209a8b6c3314e6d,68bb1d5cf209a8b6c3314ea7,68bdee9b6d2564f9a09da3e5,68bdeede6d2564f9a09da7b3,68bdeee96d2564f9a09da860,,,PAX1084,PAX1410,PAX1468,PAX1084,PAX1410,PAX1468,,,FL1040,FL1040,FL1040,FL1040,FL1040,FL1040,,,2025-08-28 23:43:00,2025-08-29 00:17:00,2025-08-28 22:42:00,2025-08-28 23:43:00,2025-08-29 00:17:00,2025-08-28 22:42:00,,,false,false,false,false,false,false,,,G16,G16,G16,G16,G16,G16,,
68bdee92245a927ffb268f49,68bb1bbff209a8b6c3314b70,FL1145,Turkish Airlines,2025-08-31 05:30:00,2025-08-31 05:55:00,G3,25,Dubai,Delhi,68bb1e50f209a8b6c331508d,68bdeee76d2564f9a09da837,,,,,,,,,,,,,,,BAG1454,BAG1454,,,,,,,,,,,,,,,PAX1354,PAX1354,,,,,,,,,,,,,,,FL1145,FL1145,,,,,,,,,,,,,,,Missing,Missing,,,,,,,,,,,,,,,2025-09-08 02:15:27,68bb1c85f209a8b6c3314cfb,68bb1d13f209a8b6c3314e15,68bb1d23f209a8b6c3314e35,68bdee926d2564f9a09da35f,68bdeecc6d2564f9a09da6b0,68bdeed26d2564f9a09da70f,,,PAX1040,PAX1322,PAX1354,PAX1040,PAX1322,PAX1354,,,FL1145,FL1145,FL1145,FL1145,FL1145,FL1145,,,2025-08-31 04:37:00,2025-08-31 04:36:00,2025-08-31 04:32:00,2025-08-31 04:37:00,2025-08-31 04:36:00,2025-08-31 04:32:00,,,false,true,true,false,true,true,,,G3,G3,G3,G3,G3,G3,,
68bdee92245a927ffb268f4a,68bb1c21f209a8b6c3314c33,FL1340,Air India,2025-09-04 07:00:00,2025-09-04 07:00:00,G10,0,Dubai,Delhi,68bb1d82f209a8b6c3314ef2,68bb1dc5f209a8b6c3314f78,68bdee926d2564f9a09da361,68bdeead6d2564f9a09da4ea,,,,,,,,,,,,,BAG1043,BAG1177,BAG1043,BAG1177,,,,,,,,,,,,,PAX1051,PAX1051,PAX1051,PAX1051,,,,,,,,,,,,,FL1340,FL1340,FL1340,FL1340,,,,,,,,,,,,,Not Loaded,Loaded,Not Loaded,Loaded,,,,,,,,,,,,,2025-09-08 02:15:04,68bb1c8bf209a8b6c3314d06,68bdee946d2564f9a09da381,,,,,,,PAX1051,PAX1051,,,,,,,FL1340,FL1340,,,,,,,2025-09-04 05:44:00,2025-09-04 05:44:00,,,,,,,true,true,,,,,,,G10,G10,,,,,,
