PassengerID,FlightID,CheckInTime,BoardingPassIssued,Gate
PAX1480,FL1076,2025-08-29 16:23:00,False,G2
PAX1481,FL1261,2025-09-02 12:40:00,True,G20
PAX1482,FL1268,2025-09-02 17:53:00,True,G14
PAX1483,FL1473,2025-09-07 00:01:00,True,G6
PAX1484,FL1002,2025-08-28 05:30:00,False,G11
PAX1485,FL1187,2025-09-01 00:53:00,False,G10
PAX1486,FL1182,2025-08-31 21:14:00,False,G15
PAX1487,FL1336,2025-09-04 03:49:00,True,G15
PAX1488,FL1025,2025-08-28 14:35:00,True,G4
PAX1489,FL1246,2025-09-02 05:31:00,True,G7
PAX1490,FL1166,2025-08-31 14:32:00,True,G4
PAX1491,FL1465,2025-09-06 19:40:00,True,G10
PAX1492,FL1058,2025-08-29 09:26:00,True,G3
PAX1493,FL1486,2025-09-07 06:39:00,True,G1
PAX1494,FL1137,2025-08-30 23:24:00,False,G1
PAX1495,FL1175,2025-08-31 18:49:00,False,G12
PAX1496,FL1240,2025-09-02 02:42:00,True,G4
PAX1497,FL1192,2025-09-01 03:37:00,False,G12
PAX1498,FL1210,2025-09-01 12:16:00,True,G12
PAX1499,FL1284,2025-09-03 02:25:00,True,G1
