OrderID,RiderID,StoreID,ItemID,DispatchLocation,DeliveryLocation,OrderTime,ExpectedDeliveryTime,ActualDeliveryTime
O189,R20,S7,Milk,"Janakpuri, Delhi",Hari Nagar,2025-09-10 02:45:24,2025-09-10 03:11:24,2025-09-10 03:10:24
O190,R9,S6,Salt,"Janakpuri, Delhi",Uttam Nagar,2025-08-31 06:45:24,2025-08-31 07:06:24,2025-08-31 07:29:24
O191,R16,S20,Juice,"Janakpuri, Delhi",Rajouri Garden,2025-09-06 13:45:24,2025-09-06 14:35:24,2025-09-06 14:38:24
O192,R75,S9,Bread,"Janakpuri, Delhi",Karol Bagh,2025-09-08 19:45:24,2025-09-08 20:08:24,2025-09-08 20:07:24
O193,R22,S6,Milk,"Janakpuri, Delhi",Moti Nagar,2025-09-08 08:45:24,2025-09-08 09:16:24,2025-09-08 09:43:24
O194,R37,S4,Salt,"Janakpuri, Delhi",Hari Nagar,2025-09-02 15:45:24,2025-09-02 16:20:24,2025-09-02 16:46:24
O195,R57,S14,Butter,"Janakpuri, Delhi",Karol Bagh,2025-09-06 06:45:24,2025-09-06 07:12:24,2025-09-06 07:09:24
O196,R6,S16,Rice,"Janakpuri, Delhi",Tilak Nagar,2025-09-08 12:45:24,2025-09-08 13:30:24,2025-09-08 13:29:24
O197,R67,S3,Butter,"Janakpuri, Delhi",Dwarka,2025-09-04 16:45:24,2025-09-04 17:14:24,2025-09-04 17:18:24
O198,R11,S20,Salt,"Janakpuri, Delhi",Rajouri Garden,2025-09-08 13:45:24,2025-09-08 14:22:24,2025-09-08 14:18:24
O199,R95,S3,Sugar,"Janakpuri, Delhi",Uttam Nagar,2025-08-30 19:45:24,2025-08-30 20:33:24,2025-08-30 20:32:24
O200,R36,S17,Bread,"Janakpuri, Delhi",Moti Nagar,2025-09-02 05:45:24,2025-09-02 06:12:24,2025-09-02 06:30:24
O201,R7,S17,Bread,"Janakpuri, Delhi",Uttam Nagar,2025-09-08 14:45:24,2025-09-08 15:29:24,2025-09-08 15:32:24
O202,R91,S14,Juice,"Janakpuri, Delhi",Rajouri Garden,2025-08-31 13:45:24,2025-08-31 14:10:24,2025-08-31 14:39:24
O203,R97,S2,Rice,"Janakpuri, Delhi",Tilak Nagar,2025-09-02 14:45:24,2025-09-02 15:27:24,2025-09-02 15:27:24
O204,R49,S14,Bread,"Janakpuri, Delhi",Punjabi Bagh,2025-08-31 19:45:24,2025-08-31 20:08:24,2025-08-31 20:10:24
O205,R78,S6,Butter,"Janakpuri, Delhi",Tilak Nagar,2025-09-03 21:45:24,2025-09-03 22:05:24,2025-09-03 22:01:24
O206,R21,S3,Sugar,"Janakpuri, Delhi",Hari Nagar,2025-09-04 01:45:24,2025-09-04 02:21:24,2025-09-04 02:44:24
O207,R14,S19,Cheese,"Janakpuri, Delhi",Rajouri Garden,2025-09-08 02:45:24,2025-09-08 03:08:24,2025-09-08 03:22:24
O208,R2,S20,Salt,"Janakpuri, Delhi",Subhash Nagar,2025-09-04 15:45:24,2025-09-04 16:14:24,2025-09-04 16:29:24
O209,R43,S10,Cheese,"Janakpuri, Delhi",Janakpuri East,2025-09-01 04:45:24,2025-09-01 05:33:24,2025-09-01 05:55:24
O210,R17,S18,Milk,"Janakpuri, Delhi",Punjabi Bagh,2025-09-04 22:45:24,2025-09-04 23:33:24,2025-09-04 23:31:24
O211,R79,S15,Cheese,"Janakpuri, Delhi",Kirti Nagar,2025-09-09 03:45:24,2025-09-09 04:31:24,2025-09-09 04:47:24
O212,R78,S5,Sugar,"Janakpuri, Delhi",Paschim Vihar,2025-09-02 13:45:24,2025-09-02 14:31:24,2025-09-02 14:51:24
O213,R2,S1,Sugar,"Janakpuri, Delhi",Vikaspuri,2025-09-05 05:45:24,2025-09-05 06:11:24,2025-09-05 06:36:24
O214,R20,S2,Sugar,"Janakpuri, Delhi",Uttam Nagar,2025-09-09 10:45:24,2025-09-09 11:30:24,2025-09-09 11:30:24
O215,R14,S5,Milk,"Janakpuri, Delhi",Rajouri Garden,2025-09-08 07:45:24,2025-09-08 08:27:24,2025-09-08 08:40:24
O216,R90,S20,Sugar,"Janakpuri, Delhi",Dwarka,2025-09-01 07:45:24,2025-09-01 08:13:24,2025-09-01 08:18:24
O217,R44,S10,Bread,"Janakpuri, Delhi",Punjabi Bagh,2025-09-06 21:45:24,2025-09-06 22:16:24,2025-09-06 22:39:24
O218,R79,S16,Bread,"Janakpuri, Delhi",Paschim Vihar,2025-09-05 21:45:24,2025-09-05 22:17:24,2025-09-05 22:37:24
O219,R18,S7,Bread,"Janakpuri, Delhi",Janakpuri East,2025-09-01 07:45:24,2025-09-01 08:21:24,2025-09-01 08:26:24
O220,R82,S19,Salt,"Janakpuri, Delhi",Vikaspuri,2025-09-04 13:45:24,2025-09-04 14:30:24,2025-09-04 14:48:24
O221,R76,S8,Cheese,"Janakpuri, Delhi",Kirti Nagar,2025-09-05 05:45:24,2025-09-05 06:16:24,2025-09-05 06:18:24
O222,R48,S3,Rice,"Janakpuri, Delhi",Uttam Nagar,2025-09-01 12:45:24,2025-09-01 13:21:24,2025-09-01 13:49:24
O223,R41,S8,Atta,"Janakpuri, Delhi",Janakpuri West,2025-09-04 15:45:24,2025-09-04 16:09:24,2025-09-04 16:06:24
O224,R58,S5,Rice,"Janakpuri, Delhi",Janakpuri West,2025-09-05 11:45:24,2025-09-05 12:09:24,2025-09-05 12:30:24
O225,R55,S11,Sugar,"Janakpuri, Delhi",Rajouri Garden,2025-09-07 22:45:24,2025-09-07 23:13:24,2025-09-07 23:35:24
O226,R65,S12,Eggs,"Janakpuri, Delhi",Dwarka,2025-09-05 15:45:24,2025-09-05 16:13:24,2025-09-05 16:39:24
O227,R11,S2,Rice,"Janakpuri, Delhi",Patel Nagar,2025-09-06 21:45:24,2025-09-06 22:29:24,2025-09-06 22:57:24
O228,R31,S18,Butter,"Janakpuri, Delhi",Janakpuri East,2025-09-04 09:45:24,2025-09-04 10:21:24,2025-09-04 10:24:24
O229,R29,S14,Salt,"Janakpuri, Delhi",Uttam Nagar,2025-09-01 22:45:24,2025-09-01 23:11:24,2025-09-01 23:06:24
O230,R27,S13,Eggs,"Janakpuri, Delhi",Punjabi Bagh,2025-09-05 19:45:24,2025-09-05 20:15:24,2025-09-05 20:10:24
O231,R76,S20,Rice,"Janakpuri, Delhi",Vikaspuri,2025-09-03 12:45:24,2025-09-03 13:09:24,2025-09-03 13:13:24
O232,R77,S16,Bread,"Janakpuri, Delhi",Uttam Nagar,2025-09-05 04:45:24,2025-09-05 05:30:24,2025-09-05 05:46:24
O233,R48,S2,Butter,"Janakpuri, Delhi",Paschim Vihar,2025-08-31 08:45:24,2025-08-31 09:22:24,2025-08-31 09:24:24
O234,R48,S8,Atta,"Janakpuri, Delhi",Punjabi Bagh,2025-09-03 11:45:24,2025-09-03 12:33:24,2025-09-03 12:58:24
O235,R2,S11,Milk,"Janakpuri, Delhi",Rajouri Garden,2025-09-03 18:45:24,2025-09-03 19:31:24,2025-09-03 19:32:24
O236,R73,S17,Milk,"Janakpuri, Delhi",Moti Nagar,2025-09-01 02:45:24,2025-09-01 03:35:24,2025-09-01 03:53:24
O237,R59,S4,Salt,"Janakpuri, Delhi",Hari Nagar,2025-09-01 13:45:24,2025-09-01 14:25:24,2025-09-01 14:39:24
O238,R17,S11,Rice,"Janakpuri, Delhi",Uttam Nagar,2025-09-07 09:45:24,2025-09-07 10:12:24,2025-09-07 10:08:24
O239,R41,S1,Juice,"Janakpuri, Delhi",Najafgarh,2025-09-07 06:45:24,2025-09-07 07:07:24,2025-09-07 07:12:24
O240,R20,S7,Eggs,"Janakpuri, Delhi",Hari Nagar,2025-09-02 10:45:24,2025-09-02 11:17:24,2025-09-02 11:20:24
O241,R85,S9,Butter,"Janakpuri, Delhi",Paschim Vihar,2025-08-30 19:45:24,2025-08-30 20:10:24,2025-08-30 20:06:24
O242,R1,S5,Bread,"Janakpuri, Delhi",Karol Bagh,2025-09-03 19:45:24,2025-09-03 20:16:24,2025-09-03 20:12:24
O243,R2,S8,Butter,"Janakpuri, Delhi",Janakpuri East,2025-09-09 22:45:24,2025-09-09 23:14:24,2025-09-09 23:18:24
O244,R89,S20,Bread,"Janakpuri, Delhi",Rajouri Garden,2025-09-03 11:45:24,2025-09-03 12:34:24,2025-09-03 12:49:24
O245,R93,S13,Sugar,"Janakpuri, Delhi",Kirti Nagar,2025-09-09 11:45:24,2025-09-09 12:15:24,2025-09-09 12:12:24
O246,R28,S7,Rice,"Janakpuri, Delhi",Subhash Nagar,2025-09-02 04:45:24,2025-09-02 05:19:24,2025-09-02 05:15:24
O247,R6,S13,Milk,"Janakpuri, Delhi",Janakpuri East,2025-08-31 01:45:24,2025-08-31 02:27:24,2025-08-31 02:44:24
O248,R29,S9,Milk,"Janakpuri, Delhi",Moti Nagar,2025-09-06 00:45:24,2025-09-06 01:13:24,2025-09-06 01:26:24
O249,R13,S4,Sugar,"Janakpuri, Delhi",Punjabi Bagh,2025-09-05 07:45:24,2025-09-05 08:19:24,2025-09-05 08:20:24
O250,R92,S9,Atta,"Janakpuri, Delhi",Patel Nagar,2025-09-08 07:45:24,2025-09-08 08:20:24,2025-09-08 08:24:24
O251,R64,S16,Eggs,"Janakpuri, Delhi",Rajouri Garden,2025-09-03 15:45:24,2025-09-03 16:33:24,2025-09-03 16:52:24
O252,R7,S9,Juice,"Janakpuri, Delhi",Dwarka,2025-09-03 07:45:24,2025-09-03 08:08:24,2025-09-03 08:33:24
O253,R35,S9,Eggs,"Janakpuri, Delhi",Dwarka,2025-09-08 11:45:24,2025-09-08 12:05:24,2025-09-08 12:04:24
O254,R89,S7,Cheese,"Janakpuri, Delhi",Hari Nagar,2025-09-01 13:45:24,2025-09-01 14:29:24,2025-09-01 14:24:24
O255,R61,S2,Juice,"Janakpuri, Delhi",Dwarka,2025-09-08 17:45:24,2025-09-08 18:09:24,2025-09-08 18:12:24
O256,R32,S8,Eggs,"Janakpuri, Delhi",Moti Nagar,2025-09-07 17:45:24,2025-09-07 18:10:24,2025-09-07 18:11:24
O257,R54,S17,Salt,"Janakpuri, Delhi",Tilak Nagar,2025-09-03 07:45:24,2025-09-03 08:33:24,2025-09-03 08:33:24
O258,R16,S8,Milk,"Janakpuri, Delhi",Rajouri Garden,2025-09-08 06:45:24,2025-09-08 07:07:24,2025-09-08 07:30:24
O259,R38,S17,Rice,"Janakpuri, Delhi",Hari Nagar,2025-09-06 19:45:24,2025-09-06 20:19:24,2025-09-06 20:21:24
O260,R100,S16,Atta,"Janakpuri, Delhi",Kirti Nagar,2025-09-03 20:45:24,2025-09-03 21:17:24,2025-09-03 21:44:24
O261,R97,S8,Salt,"Janakpuri, Delhi",Tilak Nagar,2025-09-05 06:45:24,2025-09-05 07:28:24,2025-09-05 07:27:24
O262,R41,S13,Atta,"Janakpuri, Delhi",Vikaspuri,2025-09-08 13:45:24,2025-09-08 14:07:24,2025-09-08 14:34:24
O263,R71,S6,Cheese,"Janakpuri, Delhi",Tilak Nagar,2025-08-30 23:45:24,2025-08-31 00:12:24,2025-08-31 00:15:24
O264,R24,S7,Atta,"Janakpuri, Delhi",Dwarka,2025-08-30 23:45:24,2025-08-31 00:21:24,2025-08-31 00:42:24
O265,R47,S1,Eggs,"Janakpuri, Delhi",Hari Nagar,2025-09-08 18:45:24,2025-09-08 19:24:24,2025-09-08 19:23:24
O266,R71,S12,Eggs,"Janakpuri, Delhi",Moti Nagar,2025-09-04 23:45:24,2025-09-05 00:21:24,2025-09-05 00:21:24
O267,R80,S3,Cheese,"Janakpuri, Delhi",Najafgarh,2025-08-30 13:45:24,2025-08-30 14:07:24,2025-08-30 14:06:24
O268,R83,S5,Eggs,"Janakpuri, Delhi",Hari Nagar,2025-09-09 13:45:24,2025-09-09 14:09:24,2025-09-09 14:31:24
O269,R63,S10,Butter,"Janakpuri, Delhi",Paschim Vihar,2025-09-02 20:45:24,2025-09-02 21:18:24,2025-09-02 21:29:24
O270,R32,S16,Rice,"Janakpuri, Delhi",Kirti Nagar,2025-09-04 13:45:24,2025-09-04 14:17:24,2025-09-04 14:13:24
O271,R46,S11,Milk,"Janakpuri, Delhi",Subhash Nagar,2025-08-31 13:45:24,2025-08-31 14:30:24,2025-08-31 14:30:24
O272,R68,S5,Butter,"Janakpuri, Delhi",Janakpuri East,2025-09-09 10:45:24,2025-09-09 11:09:24,2025-09-09 11:11:24
O273,R66,S8,Milk,"Janakpuri, Delhi",Janakpuri East,2025-09-09 06:45:24,2025-09-09 07:15:24,2025-09-09 07:35:24
O274,R88,S10,Bread,"Janakpuri, Delhi",Punjabi Bagh,2025-09-07 06:45:24,2025-09-07 07:05:24,2025-09-07 07:08:24
O275,R9,S19,Rice,"Janakpuri, Delhi",Rajouri Garden,2025-08-30 13:45:24,2025-08-30 14:09:24,2025-08-30 14:04:24
O276,R91,S11,Butter,"Janakpuri, Delhi",Hari Nagar,2025-09-04 01:45:24,2025-09-04 02:05:24,2025-09-04 02:10:24
O277,R84,S6,Juice,"Janakpuri, Delhi",Patel Nagar,2025-09-06 17:45:24,2025-09-06 18:27:24,2025-09-06 18:26:24
O278,R23,S3,Juice,"Janakpuri, Delhi",Patel Nagar,2025-09-04 12:45:24,2025-09-04 13:35:24,2025-09-04 14:05:24
O279,R88,S5,Sugar,"Janakpuri, Delhi",Subhash Nagar,2025-09-07 18:45:24,2025-09-07 19:09:24,2025-09-07 19:20:24
O280,R20,S2,Sugar,"Janakpuri, Delhi",Dwarka,2025-08-31 02:45:24,2025-08-31 03:14:24,2025-08-31 03:14:24
O281,R81,S5,Atta,"Janakpuri, Delhi",Kirti Nagar,2025-09-06 20:45:24,2025-09-06 21:30:24,2025-09-06 21:50:24
O282,R89,S20,Butter,"Janakpuri, Delhi",Rajouri Garden,2025-09-09 10:45:24,2025-09-09 11:07:24,2025-09-09 11:10:24
O283,R99,S13,Atta,"Janakpuri, Delhi",Moti Nagar,2025-09-03 11:45:24,2025-09-03 12:09:24,2025-09-03 12:05:24
O284,R97,S11,Rice,"Janakpuri, Delhi",Rajouri Garden,2025-09-07 13:45:24,2025-09-07 14:08:24,2025-09-07 14:34:24
O285,R13,S5,Cheese,"Janakpuri, Delhi",Dwarka,2025-09-01 06:45:24,2025-09-01 07:06:24,2025-09-01 07:25:24
O286,R63,S20,Butter,"Janakpuri, Delhi",Moti Nagar,2025-09-04 09:45:24,2025-09-04 10:11:24,2025-09-04 10:26:24
O287,R85,S16,Eggs,"Janakpuri, Delhi",Patel Nagar,2025-09-09 14:45:24,2025-09-09 15:17:24,2025-09-09 15:33:24
O288,R68,S8,Juice,"Janakpuri, Delhi",Rajouri Garden,2025-09-04 07:45:24,2025-09-04 08:33:24,2025-09-04 08:50:24
O289,R41,S17,Cheese,"Janakpuri, Delhi",Janakpuri West,2025-09-05 03:45:24,2025-09-05 04:18:24,2025-09-05 04:15:24
O290,R74,S15,Eggs,"Janakpuri, Delhi",Vikaspuri,2025-08-31 20:45:24,2025-08-31 21:23:24,2025-08-31 21:33:24
O291,R32,S15,Juice,"Janakpuri, Delhi",Hari Nagar,2025-09-09 19:45:24,2025-09-09 20:31:24,2025-09-09 20:30:24
O292,R61,S8,Salt,"Janakpuri, Delhi",Dwarka,2025-09-01 14:45:24,2025-09-01 15:29:24,2025-09-01 15:33:24
O293,R61,S11,Bread,"Janakpuri, Delhi",Patel Nagar,2025-09-05 09:45:24,2025-09-05 10:26:24,2025-09-05 10:30:24
O294,R19,S16,Salt,"Janakpuri, Delhi",Moti Nagar,2025-09-05 15:45:24,2025-09-05 16:14:24,2025-09-05 16:11:24
O295,R5,S1,Milk,"Janakpuri, Delhi",Najafgarh,2025-09-06 19:45:24,2025-09-06 20:06:24,2025-09-06 20:33:24
O296,R32,S20,Cheese,"Janakpuri, Delhi",Paschim Vihar,2025-09-07 05:45:24,2025-09-07 06:08:24,2025-09-07 06:24:24
O297,R43,S15,Atta,"Janakpuri, Delhi",Patel Nagar,2025-09-04 11:45:24,2025-09-04 12:30:24,2025-09-04 12:31:24
O298,R47,S7,Milk,"Janakpuri, Delhi",Paschim Vihar,2025-09-04 04:45:24,2025-09-04 05:14:24,2025-09-04 05:44:24
O299,R34,S5,Cheese,"Janakpuri, Delhi",Moti Nagar,2025-09-04 08:45:24,2025-09-04 09:19:24,2025-09-04 09:15:24
O300,R58,S1,Cheese,"Janakpuri, Delhi",Vikaspuri,2025-09-01 10:45:24,2025-09-01 11:30:24,2025-09-01 11:47:24
O301,R27,S4,Milk,"Janakpuri, Delhi",Tilak Nagar,2025-09-05 21:45:24,2025-09-05 22:05:24,2025-09-05 22:15:24
O302,R22,S11,Cheese,"Janakpuri, Delhi",Najafgarh,2025-09-07 02:45:24,2025-09-07 03:26:24,2025-09-07 03:54:24
O303,R84,S11,Butter,"Janakpuri, Delhi",Punjabi Bagh,2025-08-31 23:45:24,2025-09-01 00:09:24,2025-09-01 00:04:24
O304,R100,S16,Butter,"Janakpuri, Delhi",Moti Nagar,2025-09-01 06:45:24,2025-09-01 07:11:24,2025-09-01 07:32:24
O305,R19,S3,Bread,"Janakpuri, Delhi",Paschim Vihar,2025-09-09 11:45:24,2025-09-09 12:27:24,2025-09-09 12:49:24
O306,R49,S9,Bread,"Janakpuri, Delhi",Najafgarh,2025-09-09 07:45:24,2025-09-09 08:07:24,2025-09-09 08:07:24
O307,R48,S5,Milk,"Janakpuri, Delhi",Tilak Nagar,2025-08-31 19:45:24,2025-08-31 20:15:24,2025-08-31 20:11:24
O308,R9,S5,Eggs,"Janakpuri, Delhi",Punjabi Bagh,2025-09-04 22:45:24,2025-09-04 23:33:24,2025-09-04 23:30:24
O309,R51,S11,Salt,"Janakpuri, Delhi",Subhash Nagar,2025-09-08 23:45:24,2025-09-09 00:07:24,2025-09-09 00:35:24
O310,R8,S2,Milk,"Janakpuri, Delhi",Janakpuri East,2025-09-10 08:45:24,2025-09-10 09:29:24,2025-09-10 09:34:24
O311,R41,S2,Rice,"Janakpuri, Delhi",Subhash Nagar,2025-09-07 16:45:24,2025-09-07 17:10:24,2025-09-07 17:15:24
O312,R12,S19,Rice,"Janakpuri, Delhi",Najafgarh,2025-09-04 17:45:24,2025-09-04 18:11:24,2025-09-04 18:09:24
O313,R57,S17,Cheese,"Janakpuri, Delhi",Rajouri Garden,2025-09-03 11:45:24,2025-09-03 12:08:24,2025-09-03 12:33:24
O314,R13,S18,Bread,"Janakpuri, Delhi",Vikaspuri,2025-08-30 13:45:24,2025-08-30 14:14:24,2025-08-30 14:25:24
O315,R50,S7,Salt,"Janakpuri, Delhi",Paschim Vihar,2025-09-07 14:45:24,2025-09-07 15:17:24,2025-09-07 15:31:24
O316,R86,S14,Cheese,"Janakpuri, Delhi",Dwarka,2025-09-09 18:45:24,2025-09-09 19:15:24,2025-09-09 19:10:24
O317,R17,S18,Eggs,"Janakpuri, Delhi",Janakpuri East,2025-08-30 16:45:24,2025-08-30 17:22:24,2025-08-30 17:19:24
O318,R47,S9,Atta,"Janakpuri, Delhi",Vikaspuri,2025-09-08 09:45:24,2025-09-08 10:33:24,2025-09-08 10:29:24
O319,R22,S12,Eggs,"Janakpuri, Delhi",Patel Nagar,2025-09-02 11:45:24,2025-09-02 12:19:24,2025-09-02 12:18:24
O320,R83,S18,Sugar,"Janakpuri, Delhi",Paschim Vihar,2025-09-01 06:45:24,2025-09-01 07:18:24,2025-09-01 07:18:24
O321,R25,S3,Eggs,"Janakpuri, Delhi",Subhash Nagar,2025-09-06 02:45:24,2025-09-06 03:25:24,2025-09-06 03:39:24
O322,R94,S19,Salt,"Janakpuri, Delhi",Janakpuri East,2025-09-05 17:45:24,2025-09-05 18:25:24,2025-09-05 18:55:24
O323,R82,S13,Juice,"Janakpuri, Delhi",Janakpuri West,2025-09-05 21:45:24,2025-09-05 22:28:24,2025-09-05 22:31:24
O324,R99,S10,Butter,"Janakpuri, Delhi",Subhash Nagar,2025-09-07 09:45:24,2025-09-07 10:30:24,2025-09-07 10:32:24
O325,R86,S2,Salt,"Janakpuri, Delhi",Janakpuri West,2025-09-06 14:45:24,2025-09-06 15:07:24,2025-09-06 15:12:24
O326,R51,S6,Juice,"Janakpuri, Delhi",Dwarka,2025-09-05 19:45:24,2025-09-05 20:18:24,2025-09-05 20:16:24
O327,R51,S2,Milk,"Janakpuri, Delhi",Karol Bagh,2025-09-08 15:45:24,2025-09-08 16:24:24,2025-09-08 16:26:24
O328,R80,S1,Milk,"Janakpuri, Delhi",Najafgarh,2025-09-07 05:45:24,2025-09-07 06:18:24,2025-09-07 06:39:24
O329,R50,S3,Rice,"Janakpuri, Delhi",Karol Bagh,2025-08-30 23:45:24,2025-08-31 00:23:24,2025-08-31 00:28:24
O330,R29,S20,Bread,"Janakpuri, Delhi",Karol Bagh,2025-09-07 12:45:24,2025-09-07 13:15:24,2025-09-07 13:39:24
O331,R91,S18,Sugar,"Janakpuri, Delhi",Paschim Vihar,2025-09-08 15:45:24,2025-09-08 16:10:24,2025-09-08 16:07:24
O332,R74,S18,Cheese,"Janakpuri, Delhi",Paschim Vihar,2025-08-30 21:45:24,2025-08-30 22:09:24,2025-08-30 22:33:24
O333,R44,S4,Sugar,"Janakpuri, Delhi",Karol Bagh,2025-08-30 18:45:24,2025-08-30 19:05:24,2025-08-30 19:20:24
O334,R3,S17,Eggs,"Janakpuri, Delhi",Uttam Nagar,2025-09-03 09:45:24,2025-09-03 10:33:24,2025-09-03 10:45:24
O335,R33,S18,Atta,"Janakpuri, Delhi",Karol Bagh,2025-09-06 12:45:24,2025-09-06 13:08:24,2025-09-06 13:13:24
O336,R5,S12,Eggs,"Janakpuri, Delhi",Dwarka,2025-09-08 02:45:24,2025-09-08 03:35:24,2025-09-08 03:33:24
O337,R80,S3,Bread,"Janakpuri, Delhi",Uttam Nagar,2025-09-09 11:45:24,2025-09-09 12:08:24,2025-09-09 12:12:24
O338,R78,S19,Butter,"Janakpuri, Delhi",Patel Nagar,2025-09-06 06:45:24,2025-09-06 07:33:24,2025-09-06 07:30:24
O339,R4,S16,Butter,"Janakpuri, Delhi",Subhash Nagar,2025-09-01 10:45:24,2025-09-01 11:33:24,2025-09-01 11:31:24
O340,R30,S18,Eggs,"Janakpuri, Delhi",Punjabi Bagh,2025-09-02 11:45:24,2025-09-02 12:27:24,2025-09-02 12:26:24
O341,R3,S7,Bread,"Janakpuri, Delhi",Tilak Nagar,2025-08-31 11:45:24,2025-08-31 12:15:24,2025-08-31 12:37:24
O342,R25,S16,Sugar,"Janakpuri, Delhi",Najafgarh,2025-09-09 16:45:24,2025-09-09 17:16:24,2025-09-09 17:38:24
O343,R11,S6,Bread,"Janakpuri, Delhi",Paschim Vihar,2025-09-05 02:45:24,2025-09-05 03:33:24,2025-09-05 03:48:24
O344,R27,S2,Butter,"Janakpuri, Delhi",Hari Nagar,2025-09-03 03:45:24,2025-09-03 04:12:24,2025-09-03 04:22:24
O345,R53,S11,Atta,"Janakpuri, Delhi",Janakpuri East,2025-09-08 13:45:24,2025-09-08 14:35:24,2025-09-08 14:31:24
O346,R32,S12,Milk,"Janakpuri, Delhi",Janakpuri West,2025-09-01 08:45:24,2025-09-01 09:15:24,2025-09-01 09:20:24
O347,R57,S10,Cheese,"Janakpuri, Delhi",Uttam Nagar,2025-08-30 20:45:24,2025-08-30 21:13:24,2025-08-30 21:28:24
O348,R42,S4,Bread,"Janakpuri, Delhi",Janakpuri East,2025-08-31 22:45:24,2025-08-31 23:32:24,2025-08-31 23:27:24
O349,R6,S4,Cheese,"Janakpuri, Delhi",Karol Bagh,2025-09-10 05:45:24,2025-09-10 06:13:24,2025-09-10 06:26:24
O350,R64,S17,Atta,"Janakpuri, Delhi",Vikaspuri,2025-09-02 17:45:24,2025-09-02 18:06:24,2025-09-02 18:02:24
O351,R90,S11,Atta,"Janakpuri, Delhi",Moti Nagar,2025-09-09 15:45:24,2025-09-09 16:28:24,2025-09-09 16:27:24
O352,R81,S19,Salt,"Janakpuri, Delhi",Dwarka,2025-09-06 07:45:24,2025-09-06 08:05:24,2025-09-06 08:01:24
O353,R5,S15,Eggs,"Janakpuri, Delhi",Tilak Nagar,2025-09-07 06:45:24,2025-09-07 07:19:24,2025-09-07 07:37:24
O354,R35,S2,Bread,"Janakpuri, Delhi",Karol Bagh,2025-08-31 22:45:24,2025-08-31 23:26:24,2025-08-31 23:36:24
O355,R14,S18,Butter,"Janakpuri, Delhi",Moti Nagar,2025-09-01 13:45:24,2025-09-01 14:30:24,2025-09-01 14:40:24
O356,R78,S1,Butter,"Janakpuri, Delhi",Paschim Vihar,2025-08-31 20:45:24,2025-08-31 21:17:24,2025-08-31 21:13:24
O357,R37,S2,Milk,"Janakpuri, Delhi",Janakpuri East,2025-09-02 02:45:24,2025-09-02 03:15:24,2025-09-02 03:15:24
O358,R50,S19,Milk,"Janakpuri, Delhi",Subhash Nagar,2025-09-09 17:45:24,2025-09-09 18:16:24,2025-09-09 18:15:24
O359,R80,S12,Rice,"Janakpuri, Delhi",Punjabi Bagh,2025-09-05 18:45:24,2025-09-05 19:15:24,2025-09-05 19:29:24
O360,R74,S10,Atta,"Janakpuri, Delhi",Paschim Vihar,2025-09-02 18:45:24,2025-09-02 19:20:24,2025-09-02 19:21:24
O361,R52,S4,Atta,"Janakpuri, Delhi",Hari Nagar,2025-09-04 17:45:24,2025-09-04 18:06:24,2025-09-04 18:25:24
O362,R62,S7,Eggs,"Janakpuri, Delhi",Janakpuri East,2025-09-10 00:45:24,2025-09-10 01:11:24,2025-09-10 01:37:24
O363,R83,S2,Butter,"Janakpuri, Delhi",Punjabi Bagh,2025-09-09 17:45:24,2025-09-09 18:16:24,2025-09-09 18:19:24
O364,R48,S4,Milk,"Janakpuri, Delhi",Rajouri Garden,2025-09-09 02:45:24,2025-09-09 03:34:24,2025-09-09 03:34:24
O365,R58,S9,Milk,"Janakpuri, Delhi",Vikaspuri,2025-09-06 01:45:24,2025-09-06 02:11:24,2025-09-06 02:06:24
O366,R2,S10,Cheese,"Janakpuri, Delhi",Vikaspuri,2025-09-09 01:45:24,2025-09-09 02:13:24,2025-09-09 02:31:24
O367,R80,S4,Juice,"Janakpuri, Delhi",Rajouri Garden,2025-09-05 04:45:24,2025-09-05 05:05:24,2025-09-05 05:32:24
O368,R15,S2,Atta,"Janakpuri, Delhi",Moti Nagar,2025-09-04 05:45:24,2025-09-04 06:16:24,2025-09-04 06:31:24
O369,R81,S1,Eggs,"Janakpuri, Delhi",Moti Nagar,2025-09-01 03:45:24,2025-09-01 04:18:24,2025-09-01 04:20:24
O370,R100,S2,Bread,"Janakpuri, Delhi",Subhash Nagar,2025-09-01 20:45:24,2025-09-01 21:17:24,2025-09-01 21:14:24
O371,R2,S4,Butter,"Janakpuri, Delhi",Rajouri Garden,2025-08-30 23:45:24,2025-08-31 00:13:24,2025-08-31 00:26:24
O372,R72,S6,Salt,"Janakpuri, Delhi",Vikaspuri,2025-09-01 13:45:24,2025-09-01 14:20:24,2025-09-01 14:32:24
O373,R99,S10,Bread,"Janakpuri, Delhi",Tilak Nagar,2025-08-31 20:45:24,2025-08-31 21:29:24,2025-08-31 21:40:24
O374,R57,S13,Salt,"Janakpuri, Delhi",Hari Nagar,2025-09-03 01:45:24,2025-09-03 02:26:24,2025-09-03 02:39:24
O375,R96,S9,Atta,"Janakpuri, Delhi",Dwarka,2025-09-06 22:45:24,2025-09-06 23:35:24,2025-09-07 00:00:24
O376,R69,S19,Milk,"Janakpuri, Delhi",Subhash Nagar,2025-09-03 21:45:24,2025-09-03 22:21:24,2025-09-03 22:44:24
O377,R90,S7,Sugar,"Janakpuri, Delhi",Vikaspuri,2025-09-02 18:45:24,2025-09-02 19:33:24,2025-09-02 20:01:24
