TrainID,Operator,Departure,Destination,ScheduledDeparture,ActualDeparture,DelayMinutes
T1293,Eurostar,Paris,Stockholm,2025-09-07 15:43:34,2025-09-07 15:43:34,0
T1294,ÖBB,Warsaw,Munich,2025-09-07 15:46:34,2025-09-07 16:11:34,25
T1295,SBB,Athens,Paris,2025-09-07 21:58:34,2025-09-07 22:43:34,45
T1296,DB,Budapest,Warsaw,2025-09-08 03:35:34,2025-09-08 03:40:34,5
T1297,Thalys,Paris,Warsaw,2025-09-08 05:28:34,2025-09-08 06:13:34,45
T1298,Trenitalia,Athens,Lisbon,2025-09-08 05:08:34,2025-09-08 05:33:34,25
T1299,Renfe,Warsaw,Berlin,2025-09-07 23:58:34,2025-09-08 00:03:34,5
T1300,Trenitalia,Lisbon,Barcelona,2025-09-07 14:33:34,2025-09-07 15:18:34,45
T1301,DB,Vienna,Brussels,2025-09-07 22:38:34,2025-09-07 23:08:34,30
T1302,SBB,Milan,Warsaw,2025-09-08 04:28:34,2025-09-08 04:53:34,25
T1303,Eurostar,Madrid,Copenhagen,2025-09-08 01:43:34,2025-09-08 01:53:34,10
T1304,SBB,Vienna,Paris,2025-09-08 01:28:34,2025-09-08 01:43:34,15
T1305,SBB,Warsaw,Madrid,2025-09-08 02:42:34,2025-09-08 03:02:34,20
T1306,Renfe,Lisbon,Copenhagen,2025-09-08 05:40:34,2025-09-08 05:40:34,0
T1307,ÖBB,Berlin,Barcelona,2025-09-08 02:37:34,2025-09-08 02:37:34,0
T1308,SBB,Rome,Vienna,2025-09-08 02:57:34,2025-09-08 03:57:34,60
T1309,Thalys,Lisbon,Amsterdam,2025-09-08 01:49:34,2025-09-08 02:04:34,15
T1310,SBB,Berlin,Amsterdam,2025-09-07 21:31:34,2025-09-07 21:31:34,0
T1311,Eurostar,Dublin,Berlin,2025-09-07 17:19:34,2025-09-07 17:29:34,10
T1312,SBB,Brussels,Berlin,2025-09-08 04:37:34,2025-09-08 04:42:34,5
T1313,Thalys,Dublin,Brussels,2025-09-08 03:26:34,2025-09-08 03:31:34,5
T1314,DB,Rome,Stockholm,2025-09-07 23:20:34,2025-09-08 01:02:34,102
T1315,Renfe,Madrid,Vienna,2025-09-07 20:27:34,2025-09-07 20:57:34,30
T1316,DB,Rome,Athens,2025-09-07 22:29:34,2025-09-07 22:54:34,25
T1317,Thalys,Berlin,Athens,2025-09-07 16:08:34,2025-09-07 16:13:34,5
T1318,Renfe,Munich,Amsterdam,2025-09-08 02:06:34,2025-09-08 02:16:34,10
T1319,Eurostar,Lisbon,Brussels,2025-09-07 20:40:34,2025-09-07 21:11:34,31
T1320,ÖBB,Amsterdam,Rome,2025-09-08 02:41:34,2025-09-08 04:29:34,108
T1321,Eurostar,Brussels,Paris,2025-09-08 04:11:34,2025-09-08 04:16:34,5
T1322,Trenitalia,Paris,Brussels,2025-09-08 04:59:34,2025-09-08 05:10:34,11
T1323,SNCF,Budapest,Stockholm,2025-09-08 00:59:34,2025-09-08 01:14:34,15
T1324,SNCF,Munich,Oslo,2025-09-07 20:52:34,2025-09-07 21:07:34,15
T1325,Thalys,Dublin,Berlin,2025-09-07 23:21:34,2025-09-08 00:06:34,45
T1326,DB,Milan,Prague,2025-09-07 20:19:34,2025-09-07 21:19:34,60
T1327,Renfe,Vienna,Rome,2025-09-07 22:13:34,2025-09-07 22:25:34,12
T1328,Trenitalia,Lisbon,Oslo,2025-09-07 16:55:34,2025-09-07 17:10:34,15
T1329,SBB,Berlin,Vienna,2025-09-07 15:06:34,2025-09-07 15:16:34,10
T1330,Eurostar,Stockholm,Brussels,2025-09-07 15:54:34,2025-09-07 15:54:34,0
T1331,Renfe,Prague,Milan,2025-09-07 16:45:34,2025-09-07 17:05:34,20
T1332,SNCF,Dublin,Copenhagen,2025-09-07 13:55:34,2025-09-07 13:55:34,0
T1333,Thalys,Brussels,Paris,2025-09-07 21:27:34,2025-09-07 21:32:34,5
T1334,ÖBB,Zurich,Copenhagen,2025-09-07 23:17:34,2025-09-07 23:42:34,25
T1335,Renfe,Vienna,Barcelona,2025-09-07 17:06:34,2025-09-07 17:11:34,5
T1336,DB,Zurich,Rome,2025-09-07 17:13:34,2025-09-07 17:43:34,30
T1337,SBB,Warsaw,Zurich,2025-09-07 14:26:34,2025-09-07 15:26:34,60
T1338,SBB,Berlin,Budapest,2025-09-07 15:39:34,2025-09-07 16:06:34,27
T1339,DB,Brussels,Warsaw,2025-09-07 19:33:34,2025-09-07 20:18:34,45
T1340,Eurostar,Prague,Munich,2025-09-07 16:38:34,2025-09-07 16:48:34,10
T1341,SBB,Athens,Berlin,2025-09-07 17:58:34,2025-09-07 18:03:34,5
T1342,DB,Copenhagen,Budapest,2025-09-07 16:06:34,2025-09-07 16:31:34,25
T1343,SNCF,Milan,Brussels,2025-09-08 02:39:34,2025-09-08 04:20:34,101
T1344,ÖBB,Athens,Lisbon,2025-09-08 03:46:34,2025-09-08 03:51:34,5
T1345,SBB,Oslo,Stockholm,2025-09-08 03:53:34,2025-09-08 04:20:34,27
T1346,DB,Copenhagen,Munich,2025-09-07 13:25:34,2025-09-07 13:55:34,30
T1347,SNCF,Zurich,Barcelona,2025-09-07 20:35:34,2025-09-07 20:50:34,15
T1348,SBB,Athens,Paris,2025-09-07 20:18:34,2025-09-07 20:18:34,0
T1349,SBB,Oslo,Berlin,2025-09-07 20:26:34,2025-09-07 20:56:34,30
T1350,Eurostar,Rome,Copenhagen,2025-09-07 21:38:34,2025-09-07 21:43:34,5
T1351,DB,Budapest,Vienna,2025-09-07 15:26:34,2025-09-07 15:46:34,20
T1352,SNCF,Madrid,Paris,2025-09-07 21:22:34,2025-09-07 21:42:34,20
T1353,SBB,Copenhagen,Athens,2025-09-08 01:56:34,2025-09-08 01:56:34,0
T1354,SNCF,Copenhagen,Amsterdam,2025-09-08 04:06:34,2025-09-08 04:36:34,30
T1355,Thalys,Prague,Copenhagen,2025-09-08 01:11:34,2025-09-08 01:11:34,0
T1356,ÖBB,Warsaw,Barcelona,2025-09-07 22:14:34,2025-09-07 22:34:34,20
T1357,Thalys,Munich,Lisbon,2025-09-07 23:00:34,2025-09-07 23:15:34,15
T1358,Renfe,Dublin,Barcelona,2025-09-08 01:44:34,2025-09-08 01:44:34,0
T1359,Eurostar,Berlin,Rome,2025-09-07 19:43:34,2025-09-07 20:28:34,45
T1360,Thalys,Prague,Dublin,2025-09-07 16:10:34,2025-09-07 17:10:34,60
T1361,Thalys,Lisbon,Vienna,2025-09-07 15:32:34,2025-09-07 15:47:34,15
T1362,DB,Stockholm,Athens,2025-09-08 04:03:34,2025-09-08 04:18:34,15
T1363,ÖBB,Barcelona,Prague,2025-09-08 04:30:34,2025-09-08 05:30:34,60
T1364,SBB,Munich,Berlin,2025-09-07 14:15:34,2025-09-07 14:40:34,25
T1365,SBB,Stockholm,Oslo,2025-09-07 22:10:34,2025-09-07 22:15:34,5
T1366,Renfe,Lisbon,Dublin,2025-09-08 04:32:34,2025-09-08 05:17:34,45
T1367,Thalys,Madrid,Vienna,2025-09-08 04:24:34,2025-09-08 05:09:34,45
T1368,Thalys,Madrid,Warsaw,2025-09-08 04:30:34,2025-09-08 04:50:34,20
T1369,SBB,Rome,Brussels,2025-09-07 17:53:34,2025-09-07 18:03:34,10
T1370,Trenitalia,Amsterdam,Vienna,2025-09-07 22:04:34,2025-09-07 22:04:34,0
T1371,Renfe,Budapest,Lisbon,2025-09-08 05:05:34,2025-09-08 05:50:34,45
T1372,Trenitalia,Budapest,Copenhagen,2025-09-08 01:46:34,2025-09-08 01:46:34,0
T1373,Renfe,Vienna,Madrid,2025-09-07 13:33:34,2025-09-07 13:48:34,15
T1374,SBB,Budapest,Athens,2025-09-07 19:02:34,2025-09-07 19:27:34,25
T1375,SBB,Athens,Oslo,2025-09-08 03:33:34,2025-09-08 04:18:34,45
T1376,SNCF,Milan,Athens,2025-09-07 15:26:34,2025-09-07 15:46:34,20
T1377,Eurostar,Munich,Zurich,2025-09-07 21:26:34,2025-09-07 21:46:34,20
T1378,SNCF,Amsterdam,Prague,2025-09-07 18:02:34,2025-09-07 18:12:34,10
T1379,SNCF,Lisbon,Milan,2025-09-07 16:17:34,2025-09-07 16:27:34,10
T1380,SNCF,Zurich,Rome,2025-09-07 13:53:34,2025-09-07 14:33:34,40
T1381,Eurostar,Copenhagen,Munich,2025-09-07 19:29:34,2025-09-07 19:44:34,15
T1382,SNCF,Barcelona,Prague,2025-09-07 15:42:34,2025-09-07 16:27:34,45
T1383,ÖBB,Lisbon,Milan,2025-09-07 15:15:34,2025-09-07 15:15:34,0
T1384,SNCF,Stockholm,Amsterdam,2025-09-08 05:21:34,2025-09-08 05:46:34,25
T1385,Trenitalia,Paris,Lisbon,2025-09-08 05:50:34,2025-09-08 06:15:34,25
T1386,SNCF,Stockholm,Milan,2025-09-08 05:43:34,2025-09-08 07:43:34,120
T1387,SBB,Athens,Copenhagen,2025-09-07 18:57:34,2025-09-07 19:02:34,5
T1388,Trenitalia,Berlin,Amsterdam,2025-09-08 00:45:34,2025-09-08 00:50:34,5
T1389,SBB,Paris,Warsaw,2025-09-07 23:43:34,2025-09-07 23:58:34,15
T1390,DB,Prague,Madrid,2025-09-07 18:45:34,2025-09-07 18:52:34,7
T1391,DB,Athens,Oslo,2025-09-07 16:58:34,2025-09-07 17:18:34,20
T1392,Thalys,Paris,Madrid,2025-09-07 22:22:34,2025-09-07 23:07:34,45
T1393,Eurostar,Oslo,Warsaw,2025-09-07 16:30:34,2025-09-07 16:55:34,25
T1394,Renfe,Prague,Warsaw,2025-09-07 15:42:34,2025-09-07 16:12:34,30
T1395,Renfe,Warsaw,Prague,2025-09-07 13:23:34,2025-09-07 13:48:34,25
T1396,DB,Milan,Copenhagen,2025-09-08 04:06:34,2025-09-08 04:11:34,5
T1397,SNCF,Copenhagen,Budapest,2025-09-08 02:53:34,2025-09-08 03:13:34,20
T1398,Thalys,Budapest,Dublin,2025-09-07 15:33:34,2025-09-07 17:19:34,106
T1399,Renfe,Amsterdam,Vienna,2025-09-07 18:21:34,2025-09-07 19:21:34,60
T1400,Eurostar,Madrid,Athens,2025-09-08 02:05:34,2025-09-08 02:10:34,5
T1401,SBB,Budapest,Munich,2025-09-07 20:15:34,2025-09-07 21:15:34,60
T1402,Trenitalia,Athens,Amsterdam,2025-09-07 16:35:34,2025-09-07 17:05:34,30
T1403,Trenitalia,Lisbon,Stockholm,2025-09-07 13:54:34,2025-09-07 14:14:34,20
T1404,Eurostar,Stockholm,Lisbon,2025-09-08 01:48:34,2025-09-08 02:03:34,15
T1405,Thalys,Paris,Amsterdam,2025-09-07 17:39:34,2025-09-07 18:24:34,45
T1406,Eurostar,Milan,Budapest,2025-09-07 16:14:34,2025-09-07 16:29:34,15
T1407,Renfe,Rome,Munich,2025-09-07 21:35:34,2025-09-07 21:43:34,8
T1408,SBB,Athens,Stockholm,2025-09-07 22:50:34,2025-09-07 23:10:34,20
T1409,Eurostar,Rome,Prague,2025-09-07 21:55:34,2025-09-07 23:28:34,93
T1410,Renfe,Munich,Brussels,2025-09-07 23:06:34,2025-09-07 23:16:34,10
T1411,Trenitalia,Copenhagen,Amsterdam,2025-09-07 19:16:34,2025-09-07 19:16:34,0
T1412,Eurostar,Prague,Budapest,2025-09-08 00:02:34,2025-09-08 00:27:34,25
T1413,DB,Milan,Dublin,2025-09-07 22:13:34,2025-09-07 22:18:34,5
T1414,Renfe,Brussels,Rome,2025-09-07 23:24:34,2025-09-07 23:34:34,10
T1415,Thalys,Barcelona,Milan,2025-09-07 17:48:34,2025-09-07 18:13:34,25
T1416,Eurostar,Lisbon,Athens,2025-09-07 19:11:34,2025-09-07 19:21:34,10
T1417,ÖBB,Amsterdam,Oslo,2025-09-07 17:59:34,2025-09-07 18:44:34,45
T1418,DB,Barcelona,Brussels,2025-09-07 14:55:34,2025-09-07 15:05:34,10
T1419,Thalys,Vienna,Lisbon,2025-09-07 23:39:34,2025-09-08 00:39:34,60
T1420,SNCF,Budapest,Copenhagen,2025-09-08 04:49:34,2025-09-08 04:54:34,5
T1421,SNCF,Paris,Stockholm,2025-09-07 19:07:34,2025-09-07 19:32:34,25
T1422,Trenitalia,Copenhagen,Oslo,2025-09-08 02:12:34,2025-09-08 02:22:34,10
T1423,DB,Paris,Rome,2025-09-07 16:58:34,2025-09-07 17:08:34,10
T1424,ÖBB,Milan,Amsterdam,2025-09-07 16:45:34,2025-09-07 16:50:34,5
T1425,ÖBB,Rome,Madrid,2025-09-07 13:30:34,2025-09-07 14:15:34,45
T1426,Eurostar,Berlin,Vienna,2025-09-07 15:01:34,2025-09-07 16:01:34,60
T1427,Thalys,Stockholm,Rome,2025-09-08 04:41:34,2025-09-08 04:41:34,0
T1428,DB,Milan,Paris,2025-09-08 02:03:34,2025-09-08 02:08:34,5
T1429,Eurostar,Athens,Vienna,2025-09-07 16:20:34,2025-09-07 16:45:34,25
T1430,Renfe,Madrid,Amsterdam,2025-09-08 03:37:34,2025-09-08 03:57:34,20
T1431,DB,Prague,Brussels,2025-09-08 03:46:34,2025-09-08 04:50:34,64
T1432,Eurostar,Oslo,Athens,2025-09-07 14:20:34,2025-09-07 14:32:34,12
T1433,SNCF,Oslo,Vienna,2025-09-08 01:23:34,2025-09-08 01:43:34,20
T1434,DB,Lisbon,Paris,2025-09-08 05:47:34,2025-09-08 05:52:34,5
T1435,SNCF,Oslo,Stockholm,2025-09-07 19:26:34,2025-09-07 20:55:34,89
T1436,ÖBB,Copenhagen,Rome,2025-09-07 16:16:34,2025-09-07 16:41:34,25
T1437,Thalys,Budapest,Vienna,2025-09-07 21:57:34,2025-09-07 22:27:34,30
T1438,SNCF,Barcelona,Rome,2025-09-07 21:08:34,2025-09-07 22:08:34,60
T1439,Eurostar,Stockholm,Prague,2025-09-08 01:12:34,2025-09-08 02:12:34,60
T1440,Trenitalia,Madrid,Barcelona,2025-09-07 21:36:34,2025-09-07 22:06:34,30
T1441,DB,Copenhagen,Milan,2025-09-08 00:54:34,2025-09-08 01:39:34,45
T1442,DB,Lisbon,Budapest,2025-09-07 18:08:34,2025-09-07 18:38:34,30
T1443,SNCF,Madrid,Stockholm,2025-09-08 05:12:34,2025-09-08 05:37:34,25
T1444,SBB,Paris,Stockholm,2025-09-08 00:39:34,2025-09-08 01:09:34,30
T1445,ÖBB,Oslo,Madrid,2025-09-07 15:13:34,2025-09-07 15:43:34,30
T1446,Thalys,Athens,Rome,2025-09-08 01:50:34,2025-09-08 02:00:34,10
T1447,ÖBB,Prague,Vienna,2025-09-07 18:57:34,2025-09-07 19:22:34,25
T1448,Trenitalia,Rome,Zurich,2025-09-08 03:29:34,2025-09-08 04:14:34,45
T1449,Renfe,Athens,Dublin,2025-09-07 17:50:34,2025-09-07 18:20:34,30
T1450,SNCF,Stockholm,Warsaw,2025-09-07 21:27:34,2025-09-07 21:47:34,20
T1451,SBB,Copenhagen,Rome,2025-09-07 15:16:34,2025-09-07 16:01:34,45
T1452,Thalys,Zurich,Amsterdam,2025-09-07 13:41:34,2025-09-07 13:41:34,0
T1453,Renfe,Stockholm,Paris,2025-09-08 05:46:34,2025-09-08 06:16:34,30
T1454,Thalys,Amsterdam,Milan,2025-09-07 23:47:34,2025-09-07 23:52:34,5
T1455,Trenitalia,Oslo,Stockholm,2025-09-08 02:42:34,2025-09-08 02:57:34,15
T1456,Renfe,Stockholm,Dublin,2025-09-07 21:47:34,2025-09-07 22:47:34,60
T1457,ÖBB,Lisbon,Dublin,2025-09-07 13:29:34,2025-09-07 13:29:34,0
T1458,SBB,Rome,Warsaw,2025-09-07 20:51:34,2025-09-07 21:21:34,30
T1459,Trenitalia,Copenhagen,Berlin,2025-09-07 13:44:34,2025-09-07 14:44:34,60
T1460,ÖBB,Brussels,Stockholm,2025-09-07 20:32:34,2025-09-07 20:52:34,20
T1461,SBB,Stockholm,Rome,2025-09-07 22:53:34,2025-09-07 23:38:34,45
T1462,Eurostar,Stockholm,Lisbon,2025-09-08 03:45:34,2025-09-08 04:45:34,60
T1463,Renfe,Warsaw,Munich,2025-09-07 21:37:34,2025-09-07 22:07:34,30
T1464,Eurostar,Milan,Barcelona,2025-09-07 14:13:34,2025-09-07 14:16:34,3
T1465,Eurostar,Amsterdam,Prague,2025-09-07 19:08:34,2025-09-07 20:51:34,103
T1466,Renfe,Barcelona,Warsaw,2025-09-07 14:50:34,2025-09-07 15:15:34,25
T1467,DB,Budapest,Prague,2025-09-07 14:08:34,2025-09-07 14:23:34,15
T1468,Trenitalia,Zurich,Milan,2025-09-07 23:17:34,2025-09-07 23:22:34,5
T1469,Renfe,Rome,Barcelona,2025-09-07 16:04:34,2025-09-07 17:04:34,60
T1470,ÖBB,Berlin,Copenhagen,2025-09-08 00:24:34,2025-09-08 00:54:34,30
T1471,Eurostar,Munich,Paris,2025-09-08 01:03:34,2025-09-08 02:03:34,60
T1472,Thalys,Barcelona,Warsaw,2025-09-07 22:55:34,2025-09-07 23:20:34,25
T1473,Renfe,Stockholm,Rome,2025-09-08 00:58:34,2025-09-08 01:13:34,15
T1474,SNCF,Stockholm,Oslo,2025-09-08 03:01:34,2025-09-08 03:26:34,25
T1475,SBB,Dublin,Milan,2025-09-07 19:23:34,2025-09-07 19:38:34,15
T1476,Eurostar,Madrid,Lisbon,2025-09-07 16:50:34,2025-09-07 17:10:34,20
T1477,Thalys,Milan,Athens,2025-09-07 20:02:34,2025-09-07 20:17:34,15
T1478,Thalys,Athens,Rome,2025-09-07 23:17:34,2025-09-07 23:37:34,20
T1479,Renfe,Athens,Oslo,2025-09-07 21:17:34,2025-09-07 21:32:34,15
T1480,ÖBB,Madrid,Milan,2025-09-07 21:47:34,2025-09-07 22:07:34,20
T1481,Trenitalia,Lisbon,Barcelona,2025-09-07 16:35:34,2025-09-07 17:05:34,30
T1482,SNCF,Dublin,Oslo,2025-09-07 20:55:34,2025-09-07 21:55:34,60
T1483,SBB,Paris,Oslo,2025-09-08 03:54:34,2025-09-08 04:17:34,23
T1484,ÖBB,Vienna,Copenhagen,2025-09-07 17:45:34,2025-09-07 18:45:34,60
T1485,SBB,Athens,Berlin,2025-09-07 22:05:34,2025-09-07 22:30:34,25
T1486,ÖBB,Amsterdam,Zurich,2025-09-07 15:45:34,2025-09-07 16:05:34,20
T1487,DB,Budapest,Barcelona,2025-09-08 03:51:34,2025-09-08 03:56:34,5
T1488,Trenitalia,Budapest,Munich,2025-09-08 03:14:34,2025-09-08 03:24:34,10
T1489,SNCF,Dublin,Zurich,2025-09-07 20:06:34,2025-09-07 20:11:34,5
T1490,SBB,Vienna,Paris,2025-09-07 17:22:34,2025-09-07 17:42:34,20
T1491,DB,Stockholm,Lisbon,2025-09-07 20:37:34,2025-09-07 20:37:34,0
T1492,Trenitalia,Brussels,Munich,2025-09-07 15:30:34,2025-09-07 15:50:34,20
T1493,SBB,Lisbon,Brussels,2025-09-08 00:10:34,2025-09-08 00:10:34,0
T1494,Renfe,Paris,Berlin,2025-09-08 03:51:34,2025-09-08 03:56:34,5
T1495,Renfe,Dublin,Milan,2025-09-08 03:58:34,2025-09-08 04:28:34,30
T1496,DB,Madrid,Warsaw,2025-09-08 05:16:34,2025-09-08 05:26:34,10
T1497,Trenitalia,Rome,Athens,2025-09-08 01:43:34,2025-09-08 01:48:34,5
T1498,Renfe,Stockholm,Madrid,2025-09-07 17:14:34,2025-09-07 17:19:34,5
T1499,ÖBB,Barcelona,Athens,2025-09-08 01:45:34,2025-09-08 02:00:34,15
